HR,SBP,DBP,MAP,CO,SV,CVP,RR,SpO2,Scenario,Alarm
98,220,140.84,167.2,3.71,37.9,19.6,35,84,Hemorrhage,LOW SAT
98,220,141.84,167.9,3.7,37.8,19.6,34,85,Hemorrhage,LOW SAT
99,220,142.84,168.6,3.78,38.2,19.7,34,86,Hemorrhage,LOW SAT
98,220,142.84,168.6,3.77,38.5,19.6,33,86,Hemorrhage,LOW SAT
97,219,142.84,168.2,3.72,38.4,19.5,34,86,Hemorrhage,LOW SAT
96,219,143.84,168.9,3.71,38.7,19.6,33,87,Hemorrhage,LOW SAT
97,218,144.84,169.2,3.73,38.4,19.6,34,88,Hemorrhage,LOW SAT
98,219,145.84,170.2,3.73,38.0,19.6,35,88,Hemorrhage,LOW SAT
98,219,145.84,170.2,3.71,37.9,19.7,36,89,Hemorrhage,LOW SAT
97,220,145.84,170.6,3.65,37.6,19.6,36,89,Hemorrhage,LOW SAT
96,220,146.84,171.2,3.62,37.7,19.5,36,90,Hemorrhage,NORMAL
95,219,147.84,171.6,3.58,37.7,19.6,36,89,Hemorrhage,LOW SAT
95,220,148.84,172.6,3.59,37.8,19.7,35,89,Hemorrhage,LOW SAT
94,219,148.84,172.2,3.59,38.1,19.7,36,90,Hemorrhage,NORMAL
93,220,148.84,172.6,3.58,38.5,19.8,36,91,Hemorrhage,NORMAL
93,220,147.84,171.9,3.59,38.6,19.9,37,91,Hemorrhage,NORMAL
94,220,148.84,172.6,3.61,38.4,20,37,91,Hemorrhage,NORMAL
93,219,147.84,171.6,3.58,38.5,20,38,91,Hemorrhage,NORMAL
94,219,147.84,171.6,3.62,38.5,20,38,90,Hemorrhage,NORMAL
95,219,146.84,170.9,3.63,38.2,20,37,90,Hemorrhage,NORMAL
95,218,146.84,170.6,3.66,38.6,20,36,90,Hemorrhage,NORMAL
95,217,147.84,170.9,3.66,38.5,19.9,36,89,Hemorrhage,LOW SAT
94,216,147.84,170.6,3.6,38.3,20,35,89,Hemorrhage,LOW SAT
94,216,146.84,169.9,3.64,38.7,20,34,90,Hemorrhage,NORMAL
94,215,146.84,169.6,3.65,38.8,20.0,35,89,Hemorrhage,LOW SAT
95,216,146.84,169.9,3.66,38.5,19.8,34,89,Hemorrhage,LOW SAT
95,215,146.84,169.6,3.68,38.7,19.7,33,88,Hemorrhage,LOW SAT
96,216,146.84,169.9,3.76,39.2,19.5,32,88,Hemorrhage,LOW SAT
96,215,147.84,170.2,3.72,38.8,19.6,33,88,Hemorrhage,LOW SAT
95,215,148.84,170.9,3.73,39.2,19.6,33,88,Hemorrhage,LOW SAT
96,216,149.84,171.9,3.78,39.4,19.8,32,89,Hemorrhage,LOW SAT
96,215,148.84,170.9,3.76,39.1,19.6,31,89,Hemorrhage,LOW SAT
97,216,148.84,171.2,3.83,39.5,19.6,30,89,Hemorrhage,LOW SAT
98,215,148.84,170.9,3.88,39.6,19.7,30,88,Hemorrhage,LOW SAT
97,216,149.84,171.9,3.83,39.5,19.7,29,88,Hemorrhage,LOW SAT
98,216,148.84,171.2,3.91,39.9,19.7,28,88,Hemorrhage,LOW SAT
99,216,148.84,171.2,3.95,39.9,19.8,28,88,Hemorrhage,LOW SAT
99,217,148.84,171.6,3.91,39.5,19.7,29,88,Hemorrhage,LOW SAT
98,218,148.84,171.9,3.86,39.4,19.5,29,88,Hemorrhage,LOW SAT
99,218,147.84,171.2,3.86,39.0,19.5,30,88,Hemorrhage,LOW SAT
98,217,148.84,171.6,3.8,38.7,19.3,29,87,Hemorrhage,LOW SAT
97,218,147.84,171.2,3.77,38.8,19.2,30,87,Hemorrhage,LOW SAT
97,218,148.84,171.9,3.79,39.1,19.3,31,88,Hemorrhage,LOW SAT
96,218,149.84,172.6,3.71,38.6,19.5,32,87,Hemorrhage,LOW SAT
97,219,150,173.0,3.73,38.4,19.4,32,86,Hemorrhage,LOW SAT
96,220,150,173.3,3.7,38.5,19.3,31,87,Hemorrhage,LOW SAT
95,220,150,173.3,3.65,38.4,19.1,31,87,Hemorrhage,LOW SAT
94,219,150,173.0,3.64,38.8,19.2,32,87,Hemorrhage,LOW SAT
93,218,149,172.0,3.57,38.4,19.2,31,87,Hemorrhage,LOW SAT
94,218,149,172.0,3.64,38.7,19.3,32,87,Hemorrhage,LOW SAT
95,218,150,172.7,3.63,38.2,19.1,33,87,Hemorrhage,LOW SAT
96,217,150,172.3,3.66,38.2,18.9,32,87,Hemorrhage,LOW SAT
97,216,150,172.0,3.73,38.5,19.0,32,87,Hemorrhage,LOW SAT
96,217,150,172.3,3.71,38.6,18.9,32,88,Hemorrhage,LOW SAT
95,216,150,172.0,3.65,38.5,18.8,33,87,Hemorrhage,LOW SAT
95,217,150,172.3,3.66,38.5,18.7,34,87,Hemorrhage,LOW SAT
96,216,150,172.0,3.69,38.5,18.5,35,86,Hemorrhage,LOW SAT
95,215,149,171.0,3.62,38.1,18.7,35,86,Hemorrhage,LOW SAT
96,214,150,171.3,3.61,37.6,18.8,34,85,Hemorrhage,LOW SAT
95,215,149,171.0,3.61,38.0,18.6,35,85,Hemorrhage,LOW SAT
96,216,148,170.7,3.62,37.8,18.7,36,85,Hemorrhage,LOW SAT
97,215,148,170.3,3.68,37.9,18.5,37,85,Hemorrhage,LOW SAT
98,215,147,169.7,3.73,38.1,18.4,38,85,Hemorrhage,LOW SAT
98,215,146,169.0,3.68,37.6,18.3,39,85,Hemorrhage,LOW SAT
98,214,146,168.7,3.71,37.9,18.5,40,85,Hemorrhage,LOW SAT
97,213,146,168.3,3.65,37.6,18.6,40,85,Hemorrhage,LOW SAT
98,212,147,168.7,3.65,37.2,18.5,40,84,Hemorrhage,LOW SAT
98,211,147,168.3,3.67,37.4,18.6,40,84,Hemorrhage,LOW SAT
99,212,148,169.3,3.68,37.1,18.6,40,84,Hemorrhage,LOW SAT
99,211,149,169.7,3.64,36.8,18.6,39,84,Hemorrhage,LOW SAT
100,211,149,169.7,3.71,37.1,18.6,40,84,Hemorrhage,LOW SAT
101,211,148,169.0,3.7,36.6,18.6,40,84,Hemorrhage,LOW SAT
102,210,148,168.7,3.76,36.9,18.4,39,84,Hemorrhage,LOW SAT
103,209,148,168.3,3.84,37.3,18.3,40,85,Hemorrhage,LOW SAT
104,208,149,168.7,3.91,37.6,18.2,40,86,Hemorrhage,LOW SAT
103,207,148,167.7,3.91,37.9,18.1,40,85,Hemorrhage,LOW SAT
102,207,149,168.3,3.83,37.5,18.0,39,86,Hemorrhage,LOW SAT
103,207,148,167.7,3.91,38.0,18.2,40,86,Hemorrhage,LOW SAT
104,208,149,168.7,3.95,38.0,18.3,40,86,Hemorrhage,LOW SAT
105,208,150,169.3,3.98,37.9,18.2,40,86,Hemorrhage,LOW SAT
104,208,149,168.7,3.99,38.3,18.2,40,87,Hemorrhage,LOW SAT
104,207,149,168.3,4.02,38.6,18.1,39,87,Hemorrhage,LOW SAT
105,207,149,168.3,4.04,38.5,17.9,38,88,Hemorrhage,LOW SAT
104,208,149,168.7,3.99,38.4,18.0,38,89,Hemorrhage,LOW SAT
105,208,150,169.3,4.07,38.8,18.2,37,90,Hemorrhage,NORMAL
105,209,149,169.0,4.09,39.0,18.2,37,91,Hemorrhage,NORMAL
104,209,150,169.7,4.04,38.8,18.0,38,91,Hemorrhage,NORMAL
103,208,150,169.3,4.03,39.1,18.1,38,91,Hemorrhage,NORMAL
103,208,150,169.3,4.01,39.0,18.2,38,91,Hemorrhage,NORMAL
102,209,150,169.7,3.97,39.0,18.0,38,91,Hemorrhage,NORMAL
101,209,150,169.7,3.98,39.4,18.0,37,91,Hemorrhage,NORMAL
101,210,150,170.0,3.98,39.4,17.8,37,91,Hemorrhage,NORMAL
101,210,150,170.0,3.95,39.1,18.0,37,90,Hemorrhage,NORMAL
100,210,149,169.3,3.9,39.0,17.9,38,90,Hemorrhage,NORMAL
99,211,149,169.7,3.89,39.3,17.8,37,89,Hemorrhage,LOW SAT
99,211,150,170.3,3.84,38.8,17.8,38,89,Hemorrhage,LOW SAT
98,211,150,170.3,3.79,38.7,17.9,37,88,Hemorrhage,LOW SAT
98,212,149,170.0,3.83,39.1,17.9,37,89,Hemorrhage,LOW SAT
99,211,149,169.7,3.87,39.1,18.0,38,88,Hemorrhage,LOW SAT
98,212,150,170.7,3.85,39.3,18.1,38,88,Hemorrhage,LOW SAT
98,211,150,170.3,3.81,38.9,18.1,39,88,Hemorrhage,LOW SAT
99,211,149,169.7,3.81,38.5,18.1,40,89,Hemorrhage,LOW SAT
98,210,149,169.3,3.79,38.6,17.9,40,89,Hemorrhage,LOW SAT
98,209,149,169.0,3.82,39.0,18.0,40,88,Hemorrhage,LOW SAT
97,208,148,168.0,3.76,38.7,18.1,39,88,Hemorrhage,LOW SAT
98,208,148,168.0,3.79,38.6,18.0,38,88,Hemorrhage,LOW SAT
98,209,148,168.3,3.82,39.0,17.9,39,88,Hemorrhage,LOW SAT
98,209,147,167.7,3.85,39.3,17.7,40,88,Hemorrhage,LOW SAT
98,208,147,167.3,3.86,39.3,17.8,40,89,Hemorrhage,LOW SAT
97,207,146,166.3,3.81,39.3,17.7,40,90,Hemorrhage,NORMAL
98,206,147,166.7,3.88,39.6,17.9,40,90,Hemorrhage,NORMAL
97,205,148,167.0,3.86,39.8,17.8,40,90,Hemorrhage,NORMAL
97,206,147,166.7,3.89,40.1,17.9,40,90,Hemorrhage,NORMAL
96,206,147,166.7,3.86,40.2,18.0,40,90,Hemorrhage,NORMAL
97,207,147,167.0,3.91,40.3,18.0,40,90,Hemorrhage,NORMAL
98,208,148,168.0,3.95,40.3,17.8,40,91,Hemorrhage,NORMAL
99,208,148,168.0,3.97,40.1,17.9,39,90,Hemorrhage,NORMAL
98,209,147,167.7,3.92,40.0,17.7,39,89,Hemorrhage,LOW SAT
97,209,146,167.0,3.91,40.3,17.8,38,89,Hemorrhage,LOW SAT
97,208,147,167.3,3.87,39.9,17.9,37,88,Hemorrhage,LOW SAT
96,207,147,167.0,3.79,39.5,17.8,36,88,Hemorrhage,LOW SAT
95,207,148,167.7,3.79,39.9,17.9,36,87,Hemorrhage,LOW SAT
95,207,147,167.0,3.84,40.4,17.7,35,87,Hemorrhage,LOW SAT
96,208,146,166.7,3.92,40.8,17.7,35,87,Hemorrhage,LOW SAT
95,208,145,166.0,3.84,40.5,17.8,35,86,Hemorrhage,LOW SAT
95,209,145,166.3,3.89,40.9,17.8,35,87,Hemorrhage,LOW SAT
96,209,145,166.3,3.94,41.0,17.9,34,88,Hemorrhage,LOW SAT
97,209,144,165.7,3.94,40.6,18.0,33,88,Hemorrhage,LOW SAT
96,210,144,166.0,3.95,41.1,18.1,33,88,Hemorrhage,LOW SAT
96,209,145,166.3,3.92,40.8,17.9,33,89,Hemorrhage,LOW SAT
95,209,145,166.3,3.9,41.1,18.0,34,88,Hemorrhage,LOW SAT
94,209,146,167.0,3.9,41.4,18.0,34,89,Hemorrhage,LOW SAT
95,209,145,166.3,3.96,41.7,17.9,33,88,Hemorrhage,LOW SAT
94,209,145,166.3,3.88,41.3,17.8,32,89,Hemorrhage,LOW SAT
93,208,145,166.0,3.81,41.0,18.0,32,89,Hemorrhage,LOW SAT
92,208,146,166.7,3.73,40.5,18.0,31,89,Hemorrhage,LOW SAT
92,209,145,166.3,3.75,40.7,18.1,31,89,Hemorrhage,LOW SAT
91,210,146,167.3,3.74,41.1,18.1,32,89,Hemorrhage,LOW SAT
90,211,146,167.7,3.73,41.4,18.0,31,89,Hemorrhage,LOW SAT
89,212,146,168.0,3.66,41.1,17.9,30,89,Hemorrhage,LOW SAT
89,211,145,167.0,3.66,41.1,18.1,29,90,Hemorrhage,NORMAL
88,210,146,167.3,3.65,41.4,18.1,29,91,Hemorrhage,NORMAL
89,211,146,167.7,3.73,41.9,18.1,29,91,Hemorrhage,NORMAL
90,212,145,167.3,3.73,41.5,18.1,28,91,Hemorrhage,NORMAL
89,213,144,167.0,3.7,41.5,18.2,28,92,Hemorrhage,NORMAL
89,214,145,168.0,3.73,41.9,18.0,28,91,Hemorrhage,NORMAL
89,214,145,168.0,3.75,42.1,18.1,28,91,Hemorrhage,NORMAL
88,214,146,168.7,3.71,42.1,18.2,27,91,Hemorrhage,NORMAL
89,213,146,168.3,3.74,42.1,18.3,26,91,Hemorrhage,NORMAL
89,214,146,168.7,3.78,42.5,18.2,25,90,Hemorrhage,NORMAL
88,215,145,168.3,3.74,42.5,18.2,25,91,Hemorrhage,NORMAL
88,216,145,168.7,3.79,43.0,18.2,24,92,Hemorrhage,NORMAL
88,217,146,169.7,3.77,42.9,18.3,25,92,Hemorrhage,NORMAL
89,217,146,169.7,3.84,43.1,18.1,25,93,Hemorrhage,NORMAL
90,217,146,169.7,3.86,42.9,18.0,24,93,Hemorrhage,NORMAL
90,217,145,169.0,3.9,43.3,17.9,23,93,Hemorrhage,NORMAL
89,218,145,169.3,3.88,43.6,18.1,22,93,Hemorrhage,NORMAL
89,217,144,168.3,3.84,43.1,18.2,23,94,Hemorrhage,NORMAL
88,216,144,168.0,3.79,43.1,18.3,24,94,Hemorrhage,NORMAL
89,216,144,168.0,3.85,43.3,18.5,24,95,Hemorrhage,NORMAL
90,217,144,168.3,3.87,43.0,18.3,24,95,Hemorrhage,NORMAL
90,217,143,167.7,3.87,43.0,18.4,23,95,Hemorrhage,NORMAL
91,216,142,166.7,3.88,42.6,18.5,24,94,Hemorrhage,NORMAL
90,216,141,166.0,3.85,42.7,18.5,23,94,Hemorrhage,NORMAL
90,216,141,166.0,3.88,43.1,18.6,23,94,Hemorrhage,NORMAL
91,217,142,167.0,3.89,42.8,18.4,23,94,Hemorrhage,NORMAL
91,218,142,167.3,3.89,42.8,18.6,24,94,Hemorrhage,NORMAL
91,217,142,167.0,3.88,42.6,18.7,24,94,Hemorrhage,NORMAL
90,218,142,167.3,3.84,42.7,18.5,23,93,Hemorrhage,NORMAL
90,218,141,166.7,3.85,42.7,18.5,22,94,Hemorrhage,NORMAL
90,219,142,167.7,3.87,43.0,18.6,21,93,Hemorrhage,NORMAL
89,219,141,167.0,3.82,42.9,18.7,21,93,Hemorrhage,NORMAL
90,218,142,167.3,3.84,42.7,18.6,20,93,Hemorrhage,NORMAL
89,219,143,168.3,3.77,42.3,18.8,19,93,Hemorrhage,NORMAL
89,219,142,167.7,3.73,41.9,18.9,18,93,Hemorrhage,NORMAL
90,219,142,167.7,3.73,41.5,18.8,19,93,Hemorrhage,NORMAL
90,218,141,166.7,3.77,41.9,18.6,20,92,Hemorrhage,NORMAL
90,218,142,167.3,3.78,42.0,18.8,20,92,Hemorrhage,NORMAL
91,217,141,166.3,3.82,42.0,18.6,20,92,Hemorrhage,NORMAL
92,216,140,165.3,3.83,41.7,18.5,20,92,Hemorrhage,NORMAL
91,217,139,165.0,3.78,41.5,18.3,21,91,Hemorrhage,NORMAL
90,216,139,164.7,3.76,41.7,18.2,22,90,Hemorrhage,NORMAL
89,215,138,163.7,3.72,41.8,18.2,21,90,Hemorrhage,NORMAL
90,216,138,164.0,3.75,41.7,18.2,22,90,Hemorrhage,NORMAL
90,217,139,165.0,3.74,41.6,18.3,21,89,Hemorrhage,LOW SAT
91,216,139,164.7,3.77,41.5,18.1,22,88,Hemorrhage,LOW SAT
91,217,140,165.7,3.76,41.3,18.3,23,88,Hemorrhage,LOW SAT
91,218,141,166.7,3.78,41.6,18.3,22,88,Hemorrhage,LOW SAT
92,217,140,165.7,3.81,41.4,18.5,22,88,Hemorrhage,LOW SAT
91,216,141,166.0,3.73,41.0,18.7,23,88,Hemorrhage,LOW SAT
90,217,140,165.7,3.73,41.5,18.7,24,87,Hemorrhage,LOW SAT
91,217,139,165.0,3.75,41.2,18.7,24,87,Hemorrhage,LOW SAT
92,218,139,165.3,3.79,41.2,18.9,25,88,Hemorrhage,LOW SAT
93,219,140,166.3,3.87,41.6,19.0,24,89,Hemorrhage,LOW SAT
93,218,140,166.0,3.88,41.7,19.2,25,89,Hemorrhage,LOW SAT
93,218,141,166.7,3.88,41.7,19.1,26,88,Hemorrhage,LOW SAT
94,219,141,167.0,3.89,41.4,19.2,26,88,Hemorrhage,LOW SAT
93,218,142,167.3,3.84,41.3,19.2,25,88,Hemorrhage,LOW SAT
93,219,141,167.0,3.8,40.9,19.1,24,88,Hemorrhage,LOW SAT
93,220,143.0,168.7,3.88,41.7,19.2,23,88,Hemorrhage,LOW SAT
93,220,144.96,170.0,3.99,42.9,19.1,22,88,Hemorrhage,LOW SAT
93,220,144.88,169.9,4.04,43.4,19.3,21,88,Hemorrhage,LOW SAT
93,220,145.76,170.5,4.13,44.4,19.4,22,88,Hemorrhage,LOW SAT
92,220,146.6,171.1,4.15,45.1,19.4,22,89,Hemorrhage,LOW SAT
91,220,148.4,172.3,4.14,45.5,19.5,21,89,Hemorrhage,LOW SAT
90,220,149.16,172.8,4.16,46.2,19.7,21,90,Hemorrhage,NORMAL
89,220,149.88,173.3,4.18,46.9,19.6,20,91,Hemorrhage,NORMAL
90,220,149.56,173.0,4.32,48.0,19.5,20,91,Hemorrhage,NORMAL
89,220,149.2,172.8,4.34,48.8,19.5,21,91,Hemorrhage,NORMAL
89,220,150,173.3,4.34,48.8,19.5,21,91,Hemorrhage,NORMAL
89,220,150,173.3,4.37,49.1,19.3,21,91,Hemorrhage,NORMAL
88,220,149.52,173.0,4.37,49.6,19.2,22,90,Hemorrhage,NORMAL
89,219.864,149.0,172.6,4.41,49.6,19.3,22,90,Hemorrhage,NORMAL
89,219.656,150,173.2,4.44,49.9,19.4,21,90,Hemorrhage,NORMAL
88,220,149.4,172.9,4.46,50.6,19.5,20,91,Hemorrhage,NORMAL
89,220,150,173.3,4.53,50.9,19.3,20,91,Hemorrhage,NORMAL
89,220,150,173.3,4.59,51.5,19.1,21,91,Hemorrhage,NORMAL
88,219.504,149.28,172.7,4.58,52.1,19.1,20,91,Hemorrhage,NORMAL
88,218.93599999999998,149.52,172.7,4.58,52.0,19.2,19,91,Hemorrhage,NORMAL
89,220,149.72,173.1,4.62,51.9,19.3,18,91,Hemorrhage,NORMAL
88,220,148.88,172.6,4.6,52.3,19.2,18,92,Hemorrhage,NORMAL
89,220,149.0,172.7,4.68,52.6,19.1,18,92,Hemorrhage,NORMAL
90,220,149.08,172.7,4.72,52.5,19.0,17,93,Hemorrhage,NORMAL
90,219.072,150,173.0,4.71,52.3,19.0,16,93,Hemorrhage,NORMAL
90,218.072,150,172.7,4.67,51.9,19.2,17,94,Hemorrhage,NORMAL
91,218.072,150,172.7,4.75,52.2,19.3,17,94,Hemorrhage,NORMAL
90,217.072,149,171.7,4.73,52.5,19.3,18,93,Hemorrhage,NORMAL
90,218.072,149,172.0,4.75,52.8,19.5,19,93,Hemorrhage,NORMAL
91,218.072,149,172.0,4.82,53.0,19.3,19,93,Hemorrhage,NORMAL
92,218.072,150,172.7,4.91,53.4,19.2,18,93,Hemorrhage,NORMAL
93,217.072,150,172.4,5.01,53.9,19.3,19,93,Hemorrhage,NORMAL
92,217.072,150,172.4,4.98,54.1,19.4,18,94,Hemorrhage,NORMAL
92,218.072,150,172.7,4.94,53.7,19.5,17,95,Hemorrhage,NORMAL
92,218.072,149,172.0,4.99,54.2,19.7,18,95,Hemorrhage,NORMAL
92,219.072,149,172.4,4.94,53.7,19.9,18,94,Hemorrhage,NORMAL
91,220,149.2,172.8,4.87,53.5,20,18,94,Hemorrhage,NORMAL
92,220,150,173.3,4.9,53.2,20,17,95,Hemorrhage,NORMAL
93,220,150,173.3,4.94,53.1,20,16,96,Hemorrhage,NORMAL
93,220,150,173.3,4.94,53.2,20,15,96,Hemorrhage,NORMAL
93,220,150,173.3,4.99,53.6,20,16,96,Hemorrhage,NORMAL
94,220,150,173.3,5.08,54.0,20,17,96,Hemorrhage,NORMAL
93,220,149.912,173.3,5.04,54.2,20,17,97,Hemorrhage,NORMAL
93,220,150,173.3,4.99,53.7,20,18,97,Hemorrhage,NORMAL
94,220,150,173.3,5.08,54.0,20,18,98,Hemorrhage,NORMAL
94,220,149.768,173.2,5.04,53.7,20,18,98,Hemorrhage,NORMAL
93,220,149.488,173.0,4.97,53.4,20,19,98,Hemorrhage,NORMAL
94,220,149.16,172.8,5.01,53.3,20,18,97,Hemorrhage,NORMAL
93,220,149.784,173.2,4.95,53.3,20,19,96,Hemorrhage,NORMAL
94,220,149.35999999999999,172.9,5.01,53.3,20,20,95,Hemorrhage,NORMAL
95,220,148.88799999999998,172.6,5.02,52.9,20,19,95,Hemorrhage,NORMAL
94,219.8,150,173.3,4.92,52.4,20,19,95,Hemorrhage,NORMAL
93,220,150,173.3,4.83,51.9,20,19,96,Hemorrhage,NORMAL
92,220,149.384,172.9,4.78,51.9,20,19,95,Hemorrhage,NORMAL
91,220,150,173.3,4.7,51.6,20,18,95,Hemorrhage,NORMAL
91,220,150,173.3,4.68,51.4,20,18,95,Hemorrhage,NORMAL
92,220,150,173.3,4.72,51.3,20,18,95,Hemorrhage,NORMAL
91,220,150,173.3,4.7,51.6,20,17,96,Hemorrhage,NORMAL
91,220,150,173.3,4.74,52.1,20,16,96,Hemorrhage,NORMAL
90,219.16,149.096,172.5,4.68,51.9,20.0,15,95,Hemorrhage,NORMAL
91,219.24,150,173.1,4.76,52.3,20,15,95,Hemorrhage,NORMAL
92,218.24,150,172.7,4.84,52.6,19.8,16,94,Hemorrhage,NORMAL
91,217.24,150,172.4,4.78,52.6,19.8,15,95,Hemorrhage,NORMAL
91,216.24,150,172.1,4.8,52.7,19.7,16,95,Hemorrhage,NORMAL
92,215.24,149,171.1,4.88,53.0,19.6,15,95,Hemorrhage,NORMAL
93,215.24,148,170.4,4.94,53.1,19.7,14,96,Hemorrhage,NORMAL
93,214.24,148,170.1,4.98,53.6,19.6,14,95,Hemorrhage,NORMAL
94,213.24,147,169.1,5.04,53.7,19.7,14,96,Hemorrhage,NORMAL
93,212.24,148,169.4,5.0,53.8,19.9,13,96,Hemorrhage,NORMAL
93,212.24,148,169.4,5.04,54.2,20.0,13,95,Hemorrhage,NORMAL
94,213.24,147,169.1,5.05,53.7,20.0,14,95,Hemorrhage,NORMAL
95,214.24,147,169.4,5.1,53.7,20,13,95,Hemorrhage,NORMAL
95,213.24,147,169.1,5.14,54.1,20,14,95,Hemorrhage,NORMAL
95,213.24,148,169.7,5.16,54.3,19.8,15,95,Hemorrhage,NORMAL
96,214.24,149,170.7,5.2,54.2,19.8,15,95,Hemorrhage,NORMAL
97,215.24,150,171.7,5.3,54.7,19.7,15,95,Hemorrhage,NORMAL
96,215.24,150,171.7,5.28,55.0,19.6,16,96,Hemorrhage,NORMAL
96,216.24,149,171.4,5.31,55.3,19.5,17,97,Hemorrhage,NORMAL
95,217.24,150,172.4,5.23,55.1,19.3,18,96,Hemorrhage,NORMAL
94,216.24,149,171.4,5.21,55.4,19.4,19,95,Hemorrhage,NORMAL
95,216.24,149,171.4,5.22,55.0,19.5,19,95,Hemorrhage,NORMAL
94,217.24,149,171.7,5.16,54.8,19.7,20,96,Hemorrhage,NORMAL
94,218.24,150,172.7,5.16,54.9,19.6,20,96,Hemorrhage,NORMAL
95,218.24,150,172.7,5.23,55.0,19.6,20,96,Hemorrhage,NORMAL
95,217.24,149,171.7,5.25,55.3,19.7,19,97,Hemorrhage,NORMAL
94,218.24,148,171.4,5.15,54.8,19.6,18,98,Hemorrhage,NORMAL
95,218.24,147,170.7,5.25,55.3,19.5,17,98,Hemorrhage,NORMAL
94,218.24,146,170.1,5.23,55.6,19.5,18,99,Hemorrhage,NORMAL
94,219.24,147,171.1,5.22,55.5,19.4,17,98,Hemorrhage,NORMAL
94,218.24,147,170.7,5.21,55.4,19.3,16,98,Hemorrhage,NORMAL
94,219.24,146,170.4,5.17,55.0,19.4,16,99,Hemorrhage,NORMAL
94,219.24,146,170.4,5.16,54.9,19.2,15,100,Hemorrhage,NORMAL
94,218.24,145,169.4,5.15,54.8,19.3,15,99,Hemorrhage,NORMAL
93,219.24,146,170.4,5.12,55.1,19.3,16,99,Hemorrhage,NORMAL
93,219.24,145,169.7,5.13,55.2,19.3,16,99,Hemorrhage,NORMAL
92,218.24,145,169.4,5.04,54.8,19.5,15,99,Hemorrhage,NORMAL
92,218.24,145,169.4,5.02,54.6,19.3,16,98,Hemorrhage,NORMAL
93,218.24,146,170.1,5.06,54.4,19.2,15,98,Hemorrhage,NORMAL
93,219.24,145,169.7,5.08,54.6,19.2,16,97,Hemorrhage,NORMAL
93,220,145,170.0,5.04,54.1,19.4,16,96,Hemorrhage,NORMAL
92,220,144,169.3,5.0,54.4,19.6,16,97,Hemorrhage,NORMAL
91,220,143,168.7,4.99,54.9,19.6,15,98,Hemorrhage,NORMAL
91,219,142,167.7,5.03,55.2,19.6,16,98,Hemorrhage,NORMAL
92,219,141,167.0,5.04,54.8,19.7,16,98,Hemorrhage,NORMAL
91,218,142,167.3,4.97,54.6,19.7,17,98,Hemorrhage,NORMAL
90,217,142,167.0,4.91,54.6,19.7,18,98,Hemorrhage,NORMAL
90,218,142,167.3,4.95,55.1,19.6,18,99,Hemorrhage,NORMAL
91,219,141,167.0,5.02,55.2,19.5,19,99,Hemorrhage,NORMAL
92,220,141,167.3,5.06,55.0,19.6,20,99,Hemorrhage,NORMAL
93,220,141,167.3,5.15,55.4,19.5,20,99,Hemorrhage,NORMAL
93,219,140,166.3,5.16,55.5,19.5,20,98,Hemorrhage,NORMAL
93,220,139,166.0,5.18,55.7,19.6,20,97,Hemorrhage,NORMAL
94,220,140,166.7,5.22,55.5,19.4,21,97,Hemorrhage,NORMAL
95,219,139,165.7,5.26,55.3,19.4,21,96,Hemorrhage,NORMAL
95,218,138,164.7,5.23,55.1,19.6,20,96,Hemorrhage,NORMAL
96,217,139,165.0,5.31,55.3,19.5,19,95,Hemorrhage,NORMAL
95,217,138,164.3,5.21,54.9,19.4,20,94,Hemorrhage,NORMAL
96,216,137,163.3,5.28,55.0,19.2,20,94,Hemorrhage,NORMAL
96,216,138,164.0,5.26,54.8,19.1,21,94,Hemorrhage,NORMAL
95,215,137,163.0,5.25,55.3,19.3,22,95,Hemorrhage,NORMAL
95,214,138,163.3,5.22,55.0,19.3,23,94,Hemorrhage,NORMAL
96,213,138,163.0,5.3,55.2,19.1,23,94,Hemorrhage,NORMAL
96,212,139,163.3,5.28,55.0,19.0,23,94,Hemorrhage,NORMAL
95,212,140,164.0,5.21,54.8,19.0,22,94,Hemorrhage,NORMAL
94,213,139,163.7,5.14,54.7,18.9,23,94,Hemorrhage,NORMAL
94,214,140,164.7,5.15,54.8,18.8,22,94,Hemorrhage,NORMAL
93,214,140,164.7,5.07,54.6,19.0,23,94,Hemorrhage,NORMAL
93,215,140,165.0,5.04,54.1,18.8,24,93,Hemorrhage,NORMAL
93,216,139,164.7,5.04,54.2,18.9,24,93,Hemorrhage,NORMAL
93,217,138,164.3,5.05,54.3,19.0,24,94,Hemorrhage,NORMAL
94,216,137,163.3,5.09,54.1,18.9,25,93,Hemorrhage,NORMAL
93,216,138,164.0,5.07,54.6,18.8,26,93,Hemorrhage,NORMAL
93,216,138,164.0,5.05,54.3,18.6,26,94,Hemorrhage,NORMAL
80.0,120,80,93,5.6,70.3,8.0,16,98,Healthy,NORMAL
80.0,119,79,92,5.6,69.8,8.1,16,98,Healthy,NORMAL
80.0,120,78,92,5.6,69.7,8.1,16,98,Healthy,NORMAL
80.0,119,79,92,5.6,70.0,8.0,16,98,Healthy,NORMAL
80.0,119,79,92,5.6,70.2,8.1,16,98,Healthy,NORMAL
80.0,118,78,91,5.6,70.3,8.2,16,98,Healthy,NORMAL
80.0,117,79,92,5.7,70.8,8.2,16,98,Healthy,NORMAL
80.0,117,80,92,5.7,71.1,8.2,16,98,Healthy,NORMAL
80.0,117,81,93,5.7,71.4,8.1,16,98,Healthy,NORMAL
